WORD                          COUNT 
sejest                            1 
sejested                          1 
self                              9 
sell                             18 
sellin                            1 
selling                           1 
sence                             3 
send                             18 
sending                           2 
sends                             1 
seneskal                          2 
sense                            15 
sensible                          1 
sent                             10 
sentence                          2 
sentimentering                    1 
separate                          2 
separated                         1 
sermon                            3 
serpent                           1 
servant                          10 
servants                          5 
serve                             2 
served                            2 
service                           1 
set                             150 
sets                              3 
setting                          18 
settle                            5 
settled                           4 
settles                           1 
seven                            20 
seventeen                         8 
seventy                           2 
several                           6 
severe                            2 
sewed                             2 
sh                                8 
sha                               5 
shabby                            1 
shackleford                       3 
shackly                           2 
shade                             4 
shaded                            1 
shadings                          1 
shadows                           3 
shady                             1 
shake                             9 
shakes                            3 
shakespeare                       2 
shakespearian                     1 
shaking                           4 
shaksperean                       2 
shaky                             1 
shall                             7 
shallow                           1 
shame                             4 
shaming                           1 
shanty                            5 
shape                             4 
share                             4 
shared                            1 
shares                            1 
sharing                           1 
sharp                             9 
shave                             1 
shaved                            1 
shavin                            1 
she                             547 
shed                             11 
sheds                             3 
sheep                             8 
sheepish                          1 
sheering                          1 
sheet                            14 
sheets                            4 
sheffield                         6 
shekel                            1 
shelf                             1 
shell                             1 
sheltered                         1 
shepherdson                       9 
shepherdsons                     10 
sherburn                         18 
sheriff                           1 
shet                              6 
shin                              6 
shine                             1 
shines                            1 
shingle                           5 
shiniest                          1 
shining                           5 
shinned                           1 
shinning                          2 
shins                             1 
shiny                             3 
ship                              2 
shipping                          1 
ships                             1 
shipshape                         1 
shirk                             1 
shirt                            23 
shirted                           1 
shirts                            3 
shiver                            4 
shivering                         1 
shivers                           2 
sho                               4 
shoal                             1 
shocked                           1 
shoes                             3 
sholy                             3 
shook                            22 
shoot                             4 
shooting                          9 
shop                              2 
shore                            38 
shores                            1 
short                            14 
shortened                         1 
shot                             32 
shotgun                           1 
shots                             1 
should                            6 
shoulder                         15 
shouldered                        1 
shouldering                       1 
shoulders                         7 
shout                             5 
shouted                           3 
shouting                          8 
shouts                            2 
shove                            18 
shoved                           31 
shovel                            4 
shoveled                          1 
shovelfuls                        1 
shovels                           4 
shoves                            1 
shoving                           3 
show                             51 
showed                           30 
showing                           5 
shows                             6 
shrivel                           1 
shriveled                         1 
shroud                            1 
shuck                             4 
shucks                           16 
shut                             27 
shutter                           2 
shutters                          1 
shutting                          1 
sich                             15 
sick                             34 
sicken                            1 
sickening                         1 
sickest                           1 
sicklied                          1 
sickly                            2 
sickness                          1 
sid                              28 
side                             77 
sideboard                         1 
sides                             9 
sifted                            3 
sigh                              3 
sighed                            1 
sighs                             2 
sight                            41 
sighted                           1 
sign                             24 
signal                            5 
signed                            2 
signing                           1 
signs                            14 
silas                            29 
silent                            4 
silky                             2 
silly                             2 
silver                            5 
simmons                           2 
simple                            3 
simply                            1 
sin                               5 
since                            14 
sing                             11 
singing                           8 
single                            5 
sings                            15 
singular                          1 
sinister                          2 
sink                              1 
sinking                           3 
sir                              24 
sirree                            1 
sis                               7 
sister                           16 
sisters                           4 
sitting                           1 
situation                         1 
sivilize                          2 
sivilized                         1 
six                              39 
sixteen                           8 
sixteenth                         1 
sixty                             5 
size                              4 
sized                             1 
sizes                             1 
sk                                3 
skaddle                           1 
skasely                           4 
skiff                            19 
skiffs                            1 
skift                             4 
skifts                            2 
skilled                           1 
skillet                           2 
skimmed                           1 
skimming                          1 
skin                             15 
skinned                           1 
skinning                          1 
skip                              3 
skipped                           5 
skipping                          1 
skips                             1 
skreeky                           1 
skull                             1 
skunk                             1 
sky                              12 
skylight                          3 
slab                              2 
slabs                             2 
slam                              3 
slammed                           2 
slant                             1 
slanted                           1 
slanting                          1 
slap                              3 
slapping                          1 
slaps                             1 
slave                             6 
slavery                           5 
sleep                            33 
sleepiness                        1 
sleeping                          7 
sleepy                            4 
sleeve                            1 
sleeves                           1 
slept                            12 
slick                             5 
slid                             24 
slide                            11 
slides                            2 
sliding                           5 
slim                              6 
sline                             1 
sling                             4 
slink                             2 
slip                             15 
slipped                          19 
slippers                          1 
slipping                          2 
slips                             3 
slobbers                          1 
slogan                            1 
slope                             1 
slopped                           2 
sloppy                            1 
slouch                            8 
slough                            1 
slow                             35 
sluice                            1 
sluicing                          1 
slumped                           1 
slung                             1 
slunk                             2 
slush                             1 
sly                               5 
smack                             1 
small                            15 
smart                             7 
smarter                           1 
smartes                           1 
smarty                            1 
smash                             2 
smashed                           4 
smashing                          2 
smell                             2 
smells                            1 
smelt                             3 
smile                             4 
smiled                            6 
smilin                            2 
smiling                           7 
smoke                            19 
smoked                            2 
smoking                           4 
smoky                             1 
smooth                            2 
smoothed                          1 
smoothness                        1 
smooths                           1 
smothery                          1 
smouch                            5 
smouched                          3 
smouching                         1 
smuggle                           2 
snack                             3 
snag                              6 
snags                             3 
snake                            21 
snaked                            3 
snakes                           19 
snap                              2 
snapped                           3 
snarls                            1 
snatch                            2 
snatched                          2 
snatches                          2 
snatching                         1 
sneak                             3 
sneaked                           1 
sneaking                          3 
sneaky                            1 
snore                             1 
snored                            1 
snoring                           5 
snow                              3 
snuff                             1 
snuffbox                          1 
snuffling                         1 
snug                              1 
snuggled                          1 
so                              963 
soaked                            1 
soap                              3 
sobbing                           4 
sober                             5 
soberer                           1 
sociable                          2 
sockdolager                       1 
socks                             1 
sof                               1 
soft                             14 
soften                            1 
softened                          3 
softest                           1 
softy                             1 
soiled                            1 
sold                             20 
solder                            1 
soldier                           3 
soldiers                          2 
sole                              1 
solemn                           10 
solicit                           2 
solicitation                      1 
solid                            19 
soliloquy                         5 
solitary                          1 
sollermun                         8 
solomon                           4 
solution                          1 
som                               4 
some                            202 
somebody                         52 
somehow                          23 
something                        93 
sometimes                        47 
somewhere                         1 
somewheres                       11 
son                              16 
song                              5 
sons                              2 
sont                              1 
soon                            101 
sooner                            3 
soothering                        1 
sophia                            8 
sore                              5 
sores                             1 
sorrers                           1 
sorrowful                         4 
sorrows                           1 
sorry                            25 
sort                             17 
sorted                            1 
sorter                            2 
sorts                             7 
sot                               4 
soul                              5 
souls                             4 
soun                              3 
sound                            36 
sounded                           2 
soundings                         1 
sounds                            5 
soup                              1 
sour                              3 
soured                            2 
south                             8 
southern                          3 
southwestern                      1 
sow                               2 
sowberry                          1 
sp                                1 
spades                            1 
spaniards                         2 
spanish                           5 
spare                             6 
spark                             3 
sparkling                         1 
sparks                            3 
speak                             9 
speaking                          1 
speaks                            2 
spec                              6 
specalat                          1 
special                           2 
specially                         2 
specified                         2 
specimen                          1 
speck                             4 
speckled                          2 
spectacle                         1 
spectacles                        1 
spected                           1 
speculate                         2 
speculation                       1 
speech                           11 
speeches                          1 
speed                             1 
spell                             7 
spelling                          1 
spells                            1 
spen                              1 
spend                             4 
spending                          1 
spent                             1 
sperits                           1 
spider                            3 
spiders                           8 
spidery                           2 
spies                             1 
spiling                           1 
spilt                             1 
spin                              1 
spinning                          7 
spirit                            6 
spirited                          1 
spirits                           7 
spiritual                         1 
spite                             3 
spitting                          1 
splendid                          8 
splendidest                       1 
splinter                          3 
split                             5 
splitting                         1 
spoiled                           2 
spoke                             7 
spokes                            1 
spondulicks                       1 
sponge                            1 
spool                             1 
spoon                            18 
spoonful                          1 
spoons                            7 
sport                             2 
spos                              4 
spot                              2 
spots                             3 
spotted                           1 
sprawled                          1 
sprawlin                          1 
spread                           19 
spreading                         3 
spring                            6 
springs                           1 
sprinkling                        1 
sprung                            3 
spry                              1 
spun                              1 
spunk                             1 
spute                             3 
spy                               1 
spyglass                          1 
spying                            1 
squah                             1 
square                           11 
squared                           1 
squatting                         1 
squeaked                          2 
squealing                         1 
squeeze                           5 
squeezed                          2 
squirm                            1 
squirming                         1 
squirrels                         1 
squirt                            1 
squirting                         1 
sqush                             1 
squshed                           1 
st                               11 
stabboard                         4 
stack                             4 
stacked                           1 
staff                             1 
stage                             6 
stages                            1 
stagger                           1 
staggered                         1 
staggers                          1 
staid                             1 
stairs                           23 
stalks                            2 
stan                              3 
stanchion                         1 
stand                            40 
standing                         19 
stands                            2 
standstill                        1 
stannin                           4 
staple                            2 
staples                           1 
starchy                           2 
stared                            5 
stars                             9 
start                            43 
started                          55 
starter                           1 
startin                           1 
starting                          7 
startlish                         1 
starts                            1 
starved                           2 
state                            19 
stated                            1 
statements                        2 
stateroom                         4 
staterooms                        1 
states                           22 
status                            4 
staving                           1 
stay                             40 
stayed                           14 
staying                           1 
stays                             2 
stead                            10 
steady                            6 
steal                            29 
stealer                           2 
stealing                          8 
stealthiest                       1 
stealthy                          2 
steam                             5 
steamboat                        32 
steamboats                        4 
steep                             3 
steering                          3 
step                              6 
stephen                           8 
stepped                           4 
stepping                          1 
steps                            11 
stern                            10 
stick                            20 
sticking                          3 
sticks                            2 
stiff                             3 
stile                             6 
still                            80 
stiller                           2 
stillness                         2 
stilts                            1 
sting                             2 
stir                              7 
stirred                           7 
stirring                          7 
stirrups                          1 
stirs                             1 
stock                            12 
stockings                         1 
stole                            23 
stomach                           8 
stomped                           1 
stomping                          1 
stood                            40 
stool                             1 
stoop                             1 
stooped                           4 
stooping                          2 
stop                             22 
stopped                          37 
stopper                           1 
stopping                          4 
stops                             2 
store                            17 
stored                            1 
stores                            2 
storm                             7 
stormed                           2 
storms                            2 
stormy                            1 
story                             5 
stout                             1 
stove                             2 
stovepipe                         1 
stow                              1 
stragglers                        1 
straight                         31 
straightened                      3 
strain                            3 
strange                           7 
stranger                         13 
strangers                         3 
straps                            1 
straw                            15 
strawberries                      2 
strawbries                        2 
stray                             1 
streak                           10 
streaked                          1 
streaks                           1 
stream                           14 
street                           10 
streets                           5 
strength                          3 
stretch                           5 
stretched                        11 
stretchers                        2 
stretching                        2 
strict                            1 
strike                            7 
strikes                           1 
striking                          2 
string                            6 
strings                           2 
strip                             1 
striped                           2 
stripes                           1 
stroke                            2 
strong                            4 
stronger                          1 
struck                           50 
struggled                         1 
strung                            3 
stuck                            17 
studied                           6 
study                             8 
studying                          9 
stuff                            17 
stuffed                           2 
stump                             8 
stumped                           3 
stunned                           1 
stupid                            1 
stupidest                         1 
stupidness                        1 
sturb                             2 
style                            13 
subject                           2 
sublime                           3 
submit                            1 
subscribe                         1 
subscriptions                     1 
succeeded                         1 
succeeding                        1 
such                            101 
suck                              1 
sucked                            3 
sucking                           1 
sudden                           21 
sued                              1 
suff                              1 
suffer                            3 
sufferin                          2 
suffering                         3 
sugar                             5 
suit                              4 
suitable                          1 
suited                            3 
suits                             7 
sultry                            1 
sumf                              2 
sumfn                             3 
summer                            6 
sumpn                             1 
sumter                            1 
sun                              18 
sunday                           16 
sundays                           4 
sundown                           4 
sunflowers                        1 
sung                             16 
sunk                              5 
sunning                           1 
sunset                            1 
sunshine                          1 
sunshiny                          1 
superintend                       1 
superintended                     1 
superintendent                    3 
superstition                      1 
supper                           26 
support                           5 
supporters                        1 
suppos                            1 
suppose                           2 
sure                             35 
surge                             1 
surprise                          9 
surprised                         7 
surprising                        1 
survive                           1 
susan                            10 
suspicion                         5 
suspicioned                       3 
suspicions                        2 
suspicious                        2 
suthin                            1 
swabbing                          3 
swaller                           1 
swallow                           3 
swallowed                         1 
swamp                             6 
swap                              2 
swapped                           2 
swaps                             1 
swarm                             3 
swarmed                           4 
swashing                          1 
swear                             5 
swearing                          1 
sweat                            20 
sweated                           2 
sweaty                            2 
sweep                             2 
sweeps                            4 
sweet                            13 
sweetened                         2 
sweetest                          2 
swell                             2 
swelled                           3 
swelling                          2 
swift                             6 
swig                              1 
swim                              8 
swimming                          1 
swindled                          1 
swinging                          3 
swished                           1 
sword                             5 
swords                            3 
swore                             3 
swum                              7 
swung                             2 
swushed                           1 
sympathized                       1 
sympathy                          3 
symptoms                          1 
synonymous                        1 
t                              2086 
table                            23 
tackle                            2 
tackled                           4 
tag                               1 
tagging                           1 
tail                              6 
tailed                            1 
tails                             4 
tain                              3 
take                            171 
taken                             1 
takes                            16 
takin                             1 
taking                           13 
tale                              2 
talent                            1 
tales                             1 
talk                             70 
talked                           30 
talkin                            4 
talking                          32 
talks                             1 
talky                             1 
tall                              6 
taller                            1 
tallest                           1 
tallow                            3 
tame                              3 
tan                               2 
tangle                            1 
tangled                           3 
tanned                            1 
tanner                            2 
tanyard                           4 
tape                              1 
tapering                          1 
tar                               5 
tarred                            1 
tartar                            1 
tastes                            1 
tat                               1 
tattoo                            1 
tattooed                          3 
tavern                            2 
tax                               6 
taxes                             1 
tea                               1 
teach                             1 
teacher                           1 
team                              1 
teams                             1 
tear                             11 
tearful                           2 
tearing                          13 
tears                            21 
tedious                           2 
teeth                             9 
tell                            182 
tellin                            1 
telling                          17 
tells                             7 
temperance                        4 
ten                              45 
tend                              1 
tending                           1 
tent                              3 
term                              3 
terms                            23 
terpret                           1 
terrible                          4 
territory                         4 
test                              1 
testament                         8 
texas                             9 
text                              1 
texts                             1 
th                                1 
than                             89 
thank                             4 
thanked                           2 
thankful                          4 
thanking                          1 
thanks                            5 
thar                              4 
that                           1231 
thatcher                         17 
the                            5098 
theater                           4 
theatre                           2 
theatres                          1 
thee                              2 
their                           155 
theirselves                       1 
them                            521 
themselves                        6 
then                            595 
theory                            1 
ther                             19 
there                           649 
these                            70 
they                            831 
thick                            19 
thicken                           1 
thickened                         1 
thicker                           2 
thickest                          3 
thicket                           2 
thieves                           2 
thieving                          1 
thighs                            2 
thimble                           2 
thin                              6 
thing                           145 
things                          121 
think                           137 
thinkin                           2 
thinking                         35 
thinks                           17 
thinned                           1 
thinnest                          3 
third                             7 
thirds                            1 
thirsty                           1 
thirteen                          2 
thirty                           23 
this                            297 
thish                             1 
thomas                            1 
thompson                          2 
thoo                              2 
those                             2 
thou                              3 
though                           36 
thought                          67 
thoughts                          1 
thous                             5 
thousan                           1 
thousand                         33 
thout                             2 
thrash                            1 
thrashed                          2 
thrashing                         3 
thread                            8 
threading                         2 
threaten                          2 
threatening                       1 
three                           108 
thrilling                         3 
thrillingest                      1 
throat                            5 
through                          86 
throw                            20 
throwed                           9 
throws                            4 
thump                             1 
thumped                           1 
thunder                           8 
thundering                        1 
thus                              2 
thy                               3 
tick                             10 
ticket                            2 
tickled                           1 
tie                              13 
tied                             21 
tige                              2 
tight                            15 
tighter                           1 
till                            133 
tilt                              1 
tilted                            4 
tim                               1 
timber                            7 
timbered                          1 
time                            325 
timed                             1 
times                            50 
timid                             2 
tin                              26 
tip                               3 
tiptoe                            1 
tiptoed                           2 
tiptoeing                         2 
tiptoes                           1 
tiptop                            1 
tire                              4 
tired                            20 
tiresome                          3 
tiresomeness                      1 
tis                               7 
tit                               1 
title                             2 
titles                            1 
to                             3023 
toad                              1 
tobacco                           7 
tobacker                          4 
tods                              2 
toe                               2 
toed                              1 
toes                              3 
together                         24 
togs                              1 
tolable                           1 
told                            144 
tole                              2 
tolerable                         9 
tolerble                          1 
tom                             240 
tomb                              1 
tombstone                         1 
tommy                             1 
tomorrow                          1 
ton                               1 
toned                             2 
tongs                             1 
tongue                            6 
tonight                           1 
too                             193 
took                            169 
tooleries                         1 
tools                             4 
tooth                             3 
toothpicks                        1 
top                              19 
tops                              2 
torches                           1 
torchlight                        2 
tore                              8 
torn                              2 
tossed                            1 
tossing                           2 
tote                              2 
toted                             1 
toting                            1 
touch                            10 
touched                           6 
touches                           2 
touching                          2 
tough                             8 
toughest                          2 
tow                              28 
towards                          54 
towed                             2 
tower                             2 
towing                            1 
town                            114 
towns                             3 
track                            12 
tracks                           11 
tract                             1 
trade                             4 
traded                            2 
trademark                        14 
trader                            1 
traders                           1 
trading                           3 
tragedian                         1 
tragedians                        2 
tragedy                           8 
trail                             1 
train                             1 
tramp                            10 
tramped                           2 
tramping                          2 
trampings                         1 
trampled                          1 
trance                            1 
transcribe                        1 
transcription                     1 
trap                              2 
traps                             8 
trapse                            1 
trash                             5 
travel                            4 
traveled                          1 
traveler                          1 
traveling                         1 
treacherousest                    1 
treading                          1 
treasure                          1 
treat                             7 
treated                           6 
treatment                         2 
treats                            1 
tree                             21 
treed                             1 
trees                            19 
treetops                          1 
tremble                           1 
trembled                          1 
tremblin                          1 
trembling                         3 
trembly                           2 
tremens                           1 
trenck                            1 
trial                             5 
tribe                             3 
tribute                           1 
tributes                          1 
trick                             2 
trickling                         1 
tricks                            2 
tried                            35 
tries                             2 
trifling                          1 
trim                              1 
trimmed                           1 
trip                              6 
tripped                           1 
triumphant                        1 
trod                              3 
tromped                           1 
trot                              4 
trotting                          1 
trouble                          84 
troubled                          1 
troubles                         12 
troublesome                       3 
troublesomest                     1 
troubling                         1 
troughs                           1 
trouser                           1 
truck                            16 
true                             12 
truer                             1 
truest                            1 
truly                             3 
trunk                             7 
trust                             7 
trusting                          3 
trusts                            1 
trustworthy                       1 
trusty                            1 
truth                            12 
try                              41 
tryin                             4 
trying                           34 
tub                               3 
tuck                             11 
tucked                            4 
tuckered                          1 
tuesday                           1 
tug                               1 
tugged                            1 
tugging                           1 
tuk                               1 
tumble                            2 
tumbled                           2 
tumblers                          1 
tumbles                           1 
tumbling                          2 
tune                              1 
tunnel                            1 
turkey                            1 
turkles                           1 
turn                             42 
turned                           40 
turner                            6 
turning                           1 
turnip                            2 
turnips                           1 
turns                            17 
turpentine                        1 
turrible                          1 
turtles                           1 
twain                             3 
twarn                             1 
twas                              7 
twelve                            8 
twenty                           21 
twice                            13 
twig                              1 
twinkling                         2 
twisted                           4 
two                             191 
twyste                            1 
tying                             2 
types                             1 
u                                 7 
ud                                3 
ugly                              2 
um                               20 
umble                             1 
umbrella                          1 
un                               12 
unbarring                         1 
unbolting                         1 
uncertain                         1 
uncle                            47 
uncles                           10 
uncocked                          1 
uncomfortable                     3 
uncomfortableness                 1 
uncommon                          6 
und                               1 
under                            87 
underclothes                      1 
underneath                        6 
undershirts                       1 
underside                         1 
understand                       13 
understood                        3 
undertaker                        9 
undertook                         1 
undigestible                      1 
undiscovered                      1 
undisposed                        1 
uneasier                          1 
uneasy                           16 
unenforceability                  1 
unexpected                        1 
unfavorable                       1 
unfriendliness                    1 
unfurled                          1 
ungrateful                        2 
ungratefulness                    1 
unhitch                           1 
unhitched                         1 
uniform                           1 
united                           15 
unities                           1 
unkivered                         1 
unknown                           2 
unless                            5 
unlikely                          1 
unlink                            1 
unloads                           1 
unlocked                          2 
unlocking                         1 
unnatural                         1 
unpleasant                        1 
unprotected                       1 
unregular                         3 
unscrew                           1 
unselfish                         1 
unsolicited                       1 
unstopped                         1 
untie                             1 
untied                            1 
until                             3 
unum                              1 
up                              872 
updated                           2 
upest                             1 
upon                              3 
upper                             6 
uppish                            1 
ups                               3 
upstairs                          3 
uptown                            1 
